user_id,subscription_type,subscription_category,start_date,end_date,amount
3765,Premium,3 month,2024-11-14,2025-02-12,605.06
3766,Premium,3 month,2025-06-23,2025-09-21,605.06
3767,Premium,3 month,2024-10-24,2025-01-22,961.87
3768,Family,3 month,2025-07-14,2025-10-12,605.06
3769,Premium,Monthly,2024-11-17,2024-12-17,676.76
3770,Free,3 month,2025-07-03,2025-10-01,0.0
3771,Free,3 month,2025-05-03,2025-08-01,0.0
3772,Premium,Yearly,2025-03-14,2026-03-14,724.65
3773,Free,Yearly,2025-05-01,2026-05-01,0.0
3774,Premium,Yearly,2025-01-30,2026-01-30,605.06
3775,Free,Monthly,2025-03-25,2025-04-24,0.0
3776,Premium,Monthly,2025-07-19,2025-08-18,259.41
3777,Family,Yearly,2025-04-03,2026-04-03,605.06
3778,Premium,3 month,2025-04-25,2025-07-24,806.72
3779,Free,Yearly,2025-05-29,2026-05-29,0.0
3780,Premium,Monthly,2025-08-06,2025-09-05,776.9
3781,Free,Monthly,2025-04-14,2025-05-14,0.0
3782,Family,3 month,2024-11-28,2025-02-26,256.81
3783,Family,3 month,2025-02-25,2025-05-26,605.06
3784,Free,Monthly,2025-05-14,2025-06-13,0.0
3785,Premium,Yearly,2024-09-20,2025-09-20,879.05
3786,Family,3 month,2025-05-11,2025-08-09,444.29
3787,Free,Yearly,2024-12-01,2025-12-01,0.0
3788,Free,Monthly,2024-11-25,2024-12-25,0.0
3789,Free,Monthly,2025-05-27,2025-06-26,0.0
3790,Premium,3 month,2025-07-24,2025-10-22,844.45
3791,Premium,Yearly,2024-08-10,2025-08-10,605.06
3792,Family,Monthly,2024-08-19,2024-09-18,605.06
3793,Premium,Monthly,2025-06-17,2025-07-17,605.06
3794,Premium,Monthly,2025-02-13,2025-03-15,605.06
3795,Premium,Yearly,2024-11-17,2025-11-17,409.73
3796,Free,Monthly,2025-05-06,2025-06-05,0.0
3797,Premium,3 month,2025-05-17,2025-08-15,605.06
3798,Free,Yearly,2025-03-28,2026-03-28,0.0
3799,Premium,Monthly,2025-02-27,2025-03-29,605.06
3800,Premium,Yearly,2025-01-24,2026-01-24,605.06
3801,Premium,Yearly,2025-02-08,2026-02-08,605.06
3802,Premium,Monthly,2024-12-22,2025-01-21,605.06
3803,Free,Monthly,2024-11-30,2024-12-30,0.0
3804,Free,3 month,2025-02-03,2025-05-04,0.0
3805,Premium,Monthly,2025-07-19,2025-08-18,794.09
3806,Premium,Monthly,2025-04-30,2025-05-30,646.39
3807,Family,Yearly,2025-06-16,2026-06-16,605.06
3808,Family,Monthly,2024-10-21,2024-11-20,888.23
3809,Family,Yearly,2025-05-06,2026-05-06,605.06
3810,Family,Yearly,2025-01-27,2026-01-27,605.06
3811,Premium,Monthly,2025-04-09,2025-05-09,738.74
3812,Premium,3 month,2025-06-24,2025-09-22,605.06
3813,Family,Monthly,2025-03-19,2025-04-18,285.19
3814,Family,Yearly,2025-03-18,2026-03-18,489.71
3815,Free,3 month,2025-02-18,2025-05-19,0.0
3816,Premium,Yearly,2025-05-26,2026-05-26,605.06
3817,Premium,Monthly,2024-12-20,2025-01-19,605.06
3818,Family,Monthly,2024-09-02,2024-10-02,330.89
3819,Free,Monthly,2025-04-16,2025-05-16,0.0
3820,Free,Yearly,2025-07-29,2026-07-29,0.0
3821,Family,Monthly,2025-01-08,2025-02-07,605.06
3822,Family,Monthly,2024-11-29,2024-12-29,605.06
3823,Premium,3 month,2025-05-03,2025-08-01,605.06
3824,Free,Yearly,2025-05-24,2026-05-24,0.0
3825,Family,Yearly,2025-01-15,2026-01-15,605.06
3826,Premium,Yearly,2025-02-07,2026-02-07,605.06
3827,Family,Monthly,2024-08-31,2024-09-30,605.06
3828,Free,Yearly,2025-05-02,2026-05-02,0.0
3829,Free,Yearly,2025-08-09,2026-08-09,0.0
3830,Premium,Monthly,2025-07-01,2025-07-31,605.06
3831,Family,Yearly,2025-07-18,2026-07-18,605.06
3832,Family,Yearly,2025-01-10,2026-01-10,605.06
3833,Family,Yearly,2025-05-14,2026-05-14,828.76
3834,Premium,Yearly,2024-11-09,2025-11-09,605.06
3835,Premium,3 month,2025-02-26,2025-05-27,400.66
3836,Premium,3 month,2024-12-12,2025-03-12,945.94
3837,Premium,Yearly,2025-07-30,2026-07-30,605.06
3838,Free,Monthly,2024-11-03,2024-12-03,0.0
3839,Free,Yearly,2024-10-29,2025-10-29,0.0
3840,Premium,Monthly,2024-10-08,2024-11-07,653.03
3841,Premium,Monthly,2025-03-27,2025-04-26,433.96
3842,Family,Monthly,2025-02-08,2025-03-10,603.77
3843,Premium,Monthly,2024-09-10,2024-10-10,575.15
3844,Premium,Monthly,2024-11-22,2024-12-22,605.06
3845,Family,Yearly,2025-08-04,2026-08-04,605.06
3846,Premium,Monthly,2025-02-21,2025-03-23,605.06
3847,Family,Monthly,2025-07-01,2025-07-31,389.12
3848,Premium,Yearly,2024-11-13,2025-11-13,295.92
3849,Family,3 month,2025-05-06,2025-08-04,793.79
3850,Premium,Monthly,2025-02-01,2025-03-03,605.06
3851,Premium,Monthly,2025-02-28,2025-03-30,605.06
3852,Premium,Monthly,2024-08-22,2024-09-21,605.06
3853,Free,Monthly,2025-06-24,2025-07-24,0.0
3854,Free,Yearly,2024-12-11,2025-12-11,0.0
3855,Family,3 month,2024-11-09,2025-02-07,605.06
3856,Family,Monthly,2025-03-18,2025-04-17,605.06
3857,Premium,3 month,2024-12-12,2025-03-12,287.92
3858,Free,Yearly,2024-11-29,2025-11-29,0.0
3859,Free,Monthly,2024-10-06,2024-11-05,0.0
3860,Premium,Monthly,2024-11-16,2024-12-16,920.09
3861,Premium,Monthly,2025-07-31,2025-08-30,725.75
3862,Premium,3 month,2024-09-02,2024-12-01,349.65
3863,Family,Monthly,2024-09-23,2024-10-23,605.06
3864,Premium,Monthly,2024-08-17,2024-09-16,605.06
3865,Free,Monthly,2024-10-25,2024-11-24,0.0
3866,Free,Monthly,2025-01-19,2025-02-18,0.0
3867,Free,3 month,2025-07-24,2025-10-22,0.0
3868,Premium,Monthly,2024-12-26,2025-01-25,509.99
3869,Free,Yearly,2024-12-16,2025-12-16,0.0
3870,Family,Monthly,2024-09-04,2024-10-04,605.06
3871,Premium,Yearly,2025-04-02,2026-04-02,605.06
3872,Premium,Yearly,2025-03-01,2026-03-01,605.06
3873,Free,Monthly,2025-01-14,2025-02-13,0.0
3874,Premium,Monthly,2024-10-26,2024-11-25,605.06
3875,Family,Yearly,2024-08-12,2025-08-12,605.06
3876,Family,Yearly,2025-01-22,2026-01-22,605.06
3877,Free,Yearly,2025-01-20,2026-01-20,0.0
3878,Premium,Monthly,2024-10-14,2024-11-13,605.06
3879,Family,Monthly,2025-03-19,2025-04-18,743.17
3880,Premium,Monthly,2024-11-15,2024-12-15,605.06
3881,Family,Yearly,2025-06-20,2026-06-20,605.06
3882,Premium,Monthly,2024-11-07,2024-12-07,605.06
3883,Premium,Monthly,2024-09-21,2024-10-21,605.06
3884,Family,Yearly,2025-03-12,2026-03-12,605.06
3885,Family,Monthly,2025-06-11,2025-07-11,605.06
3886,Premium,Yearly,2025-01-11,2026-01-11,605.06
3887,Free,3 month,2024-09-08,2024-12-07,0.0
3888,Free,Monthly,2024-10-16,2024-11-15,0.0
3889,Free,Monthly,2024-09-08,2024-10-08,0.0
3890,Family,3 month,2024-09-21,2024-12-20,510.75
3891,Premium,Monthly,2024-12-09,2025-01-08,845.13
3892,Premium,3 month,2025-07-13,2025-10-11,605.06
3893,Premium,Yearly,2024-08-29,2025-08-29,605.06
3894,Premium,Monthly,2024-10-21,2024-11-20,605.06
3895,Premium,Monthly,2024-08-11,2024-09-10,605.06
3896,Premium,Yearly,2024-11-17,2025-11-17,530.99
3897,Free,Monthly,2025-05-27,2025-06-26,0.0
3898,Premium,Yearly,2024-08-27,2025-08-27,439.99
3899,Family,Monthly,2024-12-21,2025-01-20,566.97
3900,Premium,Monthly,2024-10-23,2024-11-22,605.06
3901,Premium,Yearly,2025-04-30,2026-04-30,605.06
3902,Free,3 month,2025-04-30,2025-07-29,0.0
3903,Family,Monthly,2025-04-07,2025-05-07,605.06
3904,Premium,Monthly,2024-12-23,2025-01-22,838.33
3905,Premium,3 month,2025-03-08,2025-06-06,605.06
3906,Family,Monthly,2024-10-26,2024-11-25,605.06
3907,Family,Yearly,2024-08-23,2025-08-23,350.71
3908,Premium,Yearly,2025-05-14,2026-05-14,257.39
3909,Premium,Monthly,2025-02-07,2025-03-09,605.06
3910,Free,Yearly,2024-08-25,2025-08-25,0.0
3911,Premium,Monthly,2025-07-20,2025-08-19,605.06
3912,Free,Yearly,2025-04-09,2026-04-09,0.0
3913,Family,Monthly,2025-05-16,2025-06-15,605.06
3914,Free,Monthly,2025-01-25,2025-02-24,0.0
3915,Premium,Yearly,2024-09-24,2025-09-24,553.64
3916,Premium,3 month,2024-12-13,2025-03-13,290.26
3917,Family,Yearly,2025-07-17,2026-07-17,605.06
3918,Family,3 month,2024-10-06,2025-01-04,605.06
3919,Premium,3 month,2025-02-26,2025-05-27,605.06
3920,Family,3 month,2025-02-16,2025-05-17,605.06
3921,Free,Monthly,2024-08-11,2024-09-10,0.0
3922,Family,3 month,2025-02-22,2025-05-23,605.06
3923,Family,3 month,2025-03-03,2025-06-01,605.06
3924,Family,3 month,2025-06-13,2025-09-11,605.06
3925,Premium,3 month,2025-07-27,2025-10-25,605.06
3926,Free,3 month,2024-12-05,2025-03-05,0.0
3927,Premium,Monthly,2024-11-08,2024-12-08,605.06
3928,Premium,3 month,2024-10-26,2025-01-24,605.06
3929,Free,Yearly,2024-12-07,2025-12-07,0.0
3930,Free,3 month,2024-11-18,2025-02-16,0.0
3931,Free,3 month,2024-09-03,2024-12-02,0.0
3932,Family,3 month,2025-03-01,2025-05-30,605.06
3933,Premium,Monthly,2025-02-06,2025-03-08,615.48
3934,Premium,Monthly,2024-08-28,2024-09-27,605.06
3935,Premium,Monthly,2024-11-11,2024-12-11,605.06
3936,Premium,3 month,2025-03-25,2025-06-23,605.06
3937,Premium,Yearly,2025-03-09,2026-03-09,517.13
3938,Premium,Monthly,2025-03-10,2025-04-09,644.31
3939,Premium,3 month,2024-11-19,2025-02-17,605.06
3940,Premium,3 month,2024-10-23,2025-01-21,605.06
3941,Free,Monthly,2025-07-11,2025-08-10,0.0
3942,Family,Yearly,2025-04-07,2026-04-07,663.9
3943,Family,Yearly,2024-11-14,2025-11-14,605.06
3944,Premium,Yearly,2025-07-25,2026-07-25,810.42
3945,Premium,Monthly,2025-07-24,2025-08-23,667.46
3946,Free,Yearly,2024-10-03,2025-10-03,0.0
3947,Premium,Monthly,2025-08-06,2025-09-05,605.06
3948,Family,Yearly,2025-06-29,2026-06-29,541.8
3949,Premium,Monthly,2024-09-14,2024-10-14,222.67
3950,Family,Yearly,2025-06-25,2026-06-25,605.06
3951,Premium,Yearly,2024-11-22,2025-11-22,860.99
3952,Family,3 month,2024-11-05,2025-02-03,938.29
3953,Free,3 month,2024-11-05,2025-02-03,0.0
3954,Family,Monthly,2025-03-10,2025-04-09,605.06
3955,Family,Yearly,2024-12-17,2025-12-17,605.06
3956,Premium,3 month,2025-07-13,2025-10-11,605.06
3957,Premium,Yearly,2024-08-29,2025-08-29,605.06
3958,Premium,Yearly,2025-01-15,2026-01-15,605.06
3959,Free,Yearly,2024-09-04,2025-09-04,0.0
3960,Premium,Monthly,2024-10-11,2024-11-10,605.06
3961,Free,Monthly,2025-01-18,2025-02-17,0.0
3962,Premium,3 month,2025-07-13,2025-10-11,605.06
3963,Premium,3 month,2024-12-03,2025-03-03,801.53
3964,Premium,Monthly,2024-10-27,2024-11-26,605.06
3965,Premium,Yearly,2025-02-24,2026-02-24,605.06
3966,Premium,3 month,2024-09-07,2024-12-06,605.06
3967,Premium,Yearly,2025-04-29,2026-04-29,605.06
3968,Premium,Yearly,2024-11-16,2025-11-16,369.92
3969,Family,Monthly,2025-02-09,2025-03-11,605.06
3970,Premium,3 month,2025-01-03,2025-04-03,605.06
3971,Premium,3 month,2025-02-19,2025-05-20,605.06
3972,Premium,Yearly,2024-08-20,2025-08-20,605.06
3973,Premium,3 month,2025-01-07,2025-04-07,605.06
3974,Premium,Yearly,2025-03-31,2026-03-31,405.27
3975,Family,3 month,2025-02-13,2025-05-14,605.06
3976,Premium,Monthly,2024-11-25,2024-12-25,605.06
3977,Family,Yearly,2025-03-13,2026-03-13,605.06
3978,Premium,3 month,2024-10-01,2024-12-30,605.06
3979,Free,Yearly,2025-01-19,2026-01-19,0.0
3980,Family,3 month,2024-11-24,2025-02-22,574.1
3981,Free,3 month,2025-07-01,2025-09-29,0.0
3982,Premium,Monthly,2025-05-26,2025-06-25,605.06
3983,Free,3 month,2024-10-30,2025-01-28,0.0
3984,Premium,3 month,2024-12-13,2025-03-13,605.06
3985,Premium,Yearly,2024-09-29,2025-09-29,853.14
3986,Premium,3 month,2025-01-27,2025-04-27,618.13
3987,Premium,Monthly,2025-05-21,2025-06-20,830.94
3988,Premium,Yearly,2025-01-22,2026-01-22,605.06
3989,Family,3 month,2025-03-04,2025-06-02,605.06
3990,Premium,Monthly,2025-05-19,2025-06-18,845.57
3991,Family,Yearly,2024-12-18,2025-12-18,605.06
3992,Free,Yearly,2025-07-04,2026-07-04,0.0
3993,Premium,Yearly,2025-03-20,2026-03-20,605.06
3994,Family,3 month,2025-07-10,2025-10-08,605.06
3995,Premium,Yearly,2024-10-16,2025-10-16,698.42
3996,Premium,3 month,2025-07-19,2025-10-17,605.06
3997,Free,3 month,2024-08-16,2024-11-14,0.0
3998,Free,3 month,2025-06-30,2025-09-28,0.0
3999,Premium,Monthly,2024-08-29,2024-09-28,553.88
4000,Premium,Monthly,2025-01-09,2025-02-08,605.06
4001,Premium,3 month,2025-06-29,2025-09-27,653.8
4002,Premium,Yearly,2025-07-01,2026-07-01,605.06
4003,Premium,3 month,2025-04-28,2025-07-27,809.44
4004,Premium,Yearly,2024-10-08,2025-10-08,605.06
4005,Free,Yearly,2025-03-28,2026-03-28,0.0
4006,Family,Monthly,2024-09-15,2024-10-15,830.82
4007,Premium,Monthly,2025-07-12,2025-08-11,439.0
4008,Family,Yearly,2024-12-28,2025-12-28,710.5
4009,Family,3 month,2025-06-29,2025-09-27,605.06
4010,Family,Monthly,2025-06-02,2025-07-02,605.06
4011,Free,Monthly,2024-11-06,2024-12-06,0.0
4012,Free,Monthly,2024-09-18,2024-10-18,0.0
4013,Premium,Yearly,2025-07-05,2026-07-05,605.06
4014,Free,Yearly,2024-11-21,2025-11-21,0.0
4015,Free,Monthly,2024-08-21,2024-09-20,0.0
4016,Free,Monthly,2025-04-10,2025-05-10,0.0
4017,Family,Yearly,2024-08-13,2025-08-13,605.06
4018,Free,Monthly,2024-12-10,2025-01-09,0.0
4019,Free,Monthly,2025-03-07,2025-04-06,0.0
4020,Premium,Yearly,2024-10-18,2025-10-18,605.06
4021,Premium,3 month,2024-10-06,2025-01-04,834.27
4022,Free,Yearly,2024-09-17,2025-09-17,0.0
4023,Premium,Yearly,2025-06-13,2026-06-13,845.49
4024,Premium,Monthly,2025-02-14,2025-03-16,605.06
4025,Premium,3 month,2024-11-25,2025-02-23,605.06
4026,Family,Yearly,2024-09-07,2025-09-07,605.06
4027,Premium,Monthly,2024-08-28,2024-09-27,605.06
4028,Family,Monthly,2025-07-06,2025-08-05,597.6
4029,Premium,3 month,2024-12-28,2025-03-28,605.06
4030,Free,Yearly,2024-09-09,2025-09-09,0.0
4031,Family,3 month,2024-10-07,2025-01-05,605.06
4032,Free,Yearly,2025-06-10,2026-06-10,0.0
4033,Free,Monthly,2024-12-30,2025-01-29,0.0
4034,Premium,Yearly,2025-05-28,2026-05-28,605.06
4035,Family,3 month,2025-03-10,2025-06-08,702.13
4036,Premium,3 month,2025-04-20,2025-07-19,605.06
4037,Premium,Yearly,2024-11-16,2025-11-16,605.06
4038,Premium,3 month,2024-09-11,2024-12-10,442.74
4039,Premium,Yearly,2025-07-09,2026-07-09,485.04
4040,Free,Yearly,2025-03-23,2026-03-23,0.0
4041,Premium,3 month,2025-07-13,2025-10-11,677.92
4042,Premium,Monthly,2025-01-25,2025-02-24,660.04
4043,Free,3 month,2025-03-04,2025-06-02,0.0
4044,Premium,3 month,2025-05-29,2025-08-27,605.06
4045,Family,Monthly,2025-03-21,2025-04-20,542.21
4046,Free,Monthly,2024-09-13,2024-10-13,0.0
4047,Family,3 month,2024-09-11,2024-12-10,605.06
4048,Family,Yearly,2025-06-03,2026-06-03,605.06
4049,Premium,Monthly,2024-09-20,2024-10-20,605.06
4050,Free,Monthly,2024-11-19,2024-12-19,0.0
4051,Family,3 month,2024-11-28,2025-02-26,605.06
4052,Family,Monthly,2024-11-24,2024-12-24,605.06
4053,Premium,Monthly,2025-04-28,2025-05-28,605.06
4054,Premium,Yearly,2025-06-17,2026-06-17,605.06
4055,Premium,Yearly,2024-08-29,2025-08-29,605.06
4056,Premium,Monthly,2024-09-18,2024-10-18,605.06
4057,Premium,Yearly,2025-01-29,2026-01-29,605.06
4058,Premium,Yearly,2025-07-04,2026-07-04,795.91
4059,Family,Monthly,2024-09-28,2024-10-28,605.06
4060,Premium,3 month,2025-05-12,2025-08-10,605.06
4061,Family,Monthly,2025-03-02,2025-04-01,433.98
4062,Premium,Monthly,2025-07-12,2025-08-11,605.06
4063,Free,Monthly,2025-05-03,2025-06-02,0.0
4064,Free,3 month,2025-05-10,2025-08-08,0.0
4065,Family,Yearly,2025-03-06,2026-03-06,605.06
4066,Family,3 month,2025-01-01,2025-04-01,605.06
4067,Premium,3 month,2024-09-07,2024-12-06,605.06
4068,Premium,Monthly,2025-08-04,2025-09-03,427.88
4069,Family,Monthly,2024-11-06,2024-12-06,306.79
4070,Free,3 month,2025-02-15,2025-05-16,0.0
4071,Premium,3 month,2025-05-03,2025-08-01,605.06
4072,Family,Monthly,2025-04-20,2025-05-20,605.06
4073,Family,3 month,2024-08-15,2024-11-13,605.06
4074,Family,Yearly,2024-10-29,2025-10-29,569.84
4075,Family,3 month,2024-10-19,2025-01-17,443.52
4076,Premium,Yearly,2024-10-26,2025-10-26,605.06
4077,Free,Monthly,2025-02-11,2025-03-13,0.0
4078,Premium,Yearly,2025-07-11,2026-07-11,605.06
4079,Premium,3 month,2025-02-02,2025-05-03,605.06
4080,Family,Yearly,2025-04-22,2026-04-22,605.06
4081,Free,3 month,2024-09-15,2024-12-14,0.0
4082,Free,3 month,2024-12-05,2025-03-05,0.0
4083,Family,Yearly,2024-10-19,2025-10-19,605.06
4084,Family,Yearly,2025-06-30,2026-06-30,947.57
4085,Free,3 month,2025-03-03,2025-06-01,0.0
4086,Premium,Monthly,2025-05-15,2025-06-14,605.06
4087,Family,Monthly,2025-06-25,2025-07-25,605.06
4088,Premium,Yearly,2025-03-17,2026-03-17,605.06
4089,Premium,Yearly,2025-02-07,2026-02-07,775.36
4090,Premium,3 month,2025-08-05,2025-11-03,605.06
4091,Family,Monthly,2025-07-10,2025-08-09,605.06
4092,Premium,3 month,2024-08-19,2024-11-17,605.06
4093,Family,Monthly,2025-03-02,2025-04-01,605.06
4094,Family,3 month,2024-12-28,2025-03-28,297.98
4095,Premium,Yearly,2024-09-28,2025-09-28,605.06
4096,Free,Monthly,2025-01-30,2025-03-01,0.0
4097,Free,Monthly,2024-10-14,2024-11-13,0.0
4098,Family,Yearly,2025-06-14,2026-06-14,605.06
4099,Premium,Yearly,2025-02-03,2026-02-03,605.06
4100,Premium,Monthly,2024-08-25,2024-09-24,605.06
4101,Family,Monthly,2024-08-20,2024-09-19,818.73
4102,Free,Yearly,2024-08-17,2025-08-17,0.0
4103,Free,3 month,2024-11-12,2025-02-10,0.0
4104,Premium,Yearly,2025-04-06,2026-04-06,605.06
4105,Premium,Yearly,2024-12-05,2025-12-05,605.06
4106,Family,Yearly,2025-01-28,2026-01-28,605.06
4107,Premium,Yearly,2024-09-14,2025-09-14,605.06
4108,Free,3 month,2024-12-24,2025-03-24,0.0
4109,Premium,Yearly,2024-08-30,2025-08-30,605.06
4110,Family,Yearly,2024-09-07,2025-09-07,551.19
4111,Free,Monthly,2024-08-16,2024-09-15,0.0
4112,Premium,3 month,2025-02-13,2025-05-14,543.79
4113,Premium,Yearly,2024-09-22,2025-09-22,605.06
4114,Free,3 month,2025-06-10,2025-09-08,0.0
4115,Free,Yearly,2024-10-30,2025-10-30,0.0
4116,Free,Monthly,2025-02-26,2025-03-28,0.0
4117,Family,3 month,2024-09-19,2024-12-18,605.06
4118,Free,Yearly,2024-10-16,2025-10-16,0.0
4119,Premium,Yearly,2025-06-29,2026-06-29,605.06
4120,Premium,3 month,2025-06-23,2025-09-21,605.06
4121,Free,Monthly,2024-10-12,2024-11-11,0.0
4122,Family,Monthly,2025-06-09,2025-07-09,605.06
4123,Premium,3 month,2025-05-07,2025-08-05,809.72
4124,Free,3 month,2025-02-03,2025-05-04,0.0
4125,Family,Monthly,2024-08-10,2024-09-09,605.06
4126,Family,Monthly,2025-02-11,2025-03-13,563.28
4127,Premium,Yearly,2025-05-11,2026-05-11,433.46
4128,Family,Yearly,2024-10-20,2025-10-20,636.05
4129,Family,Monthly,2025-03-12,2025-04-11,605.06
4130,Free,3 month,2024-08-11,2024-11-09,0.0
4131,Premium,Monthly,2025-07-26,2025-08-25,605.06
4132,Family,Yearly,2025-03-09,2026-03-09,605.06
4133,Free,3 month,2025-04-13,2025-07-12,0.0
4134,Premium,3 month,2024-12-12,2025-03-12,262.68
4135,Premium,3 month,2025-02-21,2025-05-22,244.04
4136,Family,3 month,2024-12-28,2025-03-28,999.13
4137,Premium,3 month,2025-02-18,2025-05-19,605.06
4138,Premium,3 month,2025-04-10,2025-07-09,605.06
4139,Family,Yearly,2024-11-05,2025-11-05,605.06
4140,Premium,Yearly,2025-06-13,2026-06-13,560.25
4141,Premium,Monthly,2025-04-21,2025-05-21,703.75
4142,Free,3 month,2024-10-02,2024-12-31,0.0
4143,Family,3 month,2024-09-26,2024-12-25,582.45
4144,Premium,3 month,2024-12-31,2025-03-31,605.06
4145,Premium,Monthly,2025-03-29,2025-04-28,605.06
4146,Premium,3 month,2025-03-08,2025-06-06,605.06
4147,Premium,Monthly,2025-07-02,2025-08-01,605.06
4148,Free,Monthly,2024-11-20,2024-12-20,0.0
4149,Premium,Monthly,2024-09-02,2024-10-02,605.06
4150,Family,3 month,2025-05-20,2025-08-18,605.06
4151,Premium,Yearly,2025-03-21,2026-03-21,605.06
4152,Free,Yearly,2024-11-02,2025-11-02,0.0
4153,Premium,3 month,2024-09-21,2024-12-20,777.3
4154,Premium,Yearly,2024-08-25,2025-08-25,605.06
4155,Free,Monthly,2025-05-22,2025-06-21,0.0
4156,Free,Yearly,2024-11-24,2025-11-24,0.0
4157,Family,Monthly,2024-11-30,2024-12-30,605.06
4158,Free,Yearly,2025-03-15,2026-03-15,0.0
4159,Family,Monthly,2024-10-12,2024-11-11,605.06
4160,Free,Monthly,2025-03-19,2025-04-18,0.0
4161,Free,Yearly,2024-10-26,2025-10-26,0.0
4162,Premium,3 month,2024-11-06,2025-02-04,605.06
4163,Free,Yearly,2024-11-07,2025-11-07,0.0
4164,Free,3 month,2024-08-28,2024-11-26,0.0
4165,Premium,Monthly,2025-02-22,2025-03-24,605.06
4166,Family,Monthly,2025-07-25,2025-08-24,984.32
4167,Free,Monthly,2024-09-10,2024-10-10,0.0
4168,Free,Monthly,2025-07-25,2025-08-24,0.0
4169,Free,Monthly,2025-02-26,2025-03-28,0.0
4170,Premium,Yearly,2025-08-03,2026-08-03,605.06
4171,Family,3 month,2025-04-17,2025-07-16,605.06
4172,Premium,Monthly,2024-08-19,2024-09-18,605.06
4173,Free,Yearly,2025-01-13,2026-01-13,0.0
4174,Premium,3 month,2024-09-07,2024-12-06,605.06
4175,Premium,Yearly,2025-05-17,2026-05-17,605.06
4176,Free,Yearly,2025-05-09,2026-05-09,0.0
4177,Premium,Monthly,2025-05-04,2025-06-03,605.06
4178,Free,3 month,2025-02-25,2025-05-26,0.0
4179,Family,Monthly,2024-09-06,2024-10-06,583.72
4180,Premium,3 month,2025-04-08,2025-07-07,605.06
4181,Premium,Yearly,2025-01-04,2026-01-04,311.05
4182,Premium,3 month,2025-01-11,2025-04-11,605.06
4183,Premium,Yearly,2025-07-01,2026-07-01,605.06
4184,Premium,3 month,2025-07-24,2025-10-22,416.8
4185,Family,Monthly,2024-09-21,2024-10-21,605.06
4186,Premium,3 month,2025-07-26,2025-10-24,605.06
4187,Family,Monthly,2025-07-09,2025-08-08,605.06
4188,Family,Monthly,2025-04-02,2025-05-02,597.21
4189,Premium,Monthly,2024-09-22,2024-10-22,605.06
4190,Premium,3 month,2025-06-04,2025-09-02,605.06
4191,Premium,3 month,2025-05-09,2025-08-07,952.9
4192,Family,Monthly,2024-08-20,2024-09-19,605.06
4193,Premium,Yearly,2024-12-06,2025-12-06,605.06
4194,Family,3 month,2025-02-01,2025-05-02,605.06
4195,Free,3 month,2025-02-08,2025-05-09,0.0
4196,Premium,3 month,2024-11-21,2025-02-19,605.06
4197,Family,3 month,2025-01-06,2025-04-06,605.06
4198,Premium,Yearly,2024-11-10,2025-11-10,605.06
4199,Free,Yearly,2025-01-08,2026-01-08,0.0
4200,Premium,3 month,2024-12-13,2025-03-13,605.06
4201,Free,Yearly,2024-08-31,2025-08-31,0.0
4202,Premium,3 month,2025-02-14,2025-05-15,605.06
4203,Family,Monthly,2024-10-06,2024-11-05,459.07
4204,Premium,3 month,2025-04-10,2025-07-09,605.06
4205,Free,3 month,2025-05-06,2025-08-04,0.0
4206,Premium,Monthly,2025-02-24,2025-03-26,305.13
4207,Family,Yearly,2024-12-05,2025-12-05,605.06
4208,Premium,Yearly,2025-06-29,2026-06-29,830.64
4209,Family,Monthly,2025-08-07,2025-09-06,605.06
4210,Premium,3 month,2025-03-12,2025-06-10,605.06
4211,Premium,Monthly,2025-05-05,2025-06-04,605.06
4212,Premium,3 month,2025-03-08,2025-06-06,605.06
4213,Family,3 month,2025-02-27,2025-05-28,605.06
4214,Free,Yearly,2024-12-23,2025-12-23,0.0
4215,Free,Monthly,2025-06-15,2025-07-15,0.0
4216,Family,3 month,2025-06-08,2025-09-06,605.06
4217,Family,3 month,2025-02-06,2025-05-07,657.01
4218,Free,3 month,2025-01-09,2025-04-09,0.0
4219,Free,Monthly,2024-08-12,2024-09-11,0.0
4220,Free,Yearly,2025-06-09,2026-06-09,0.0
4221,Family,Yearly,2024-10-17,2025-10-17,605.06
4222,Family,Monthly,2025-02-21,2025-03-23,605.06
4223,Free,Yearly,2024-12-13,2025-12-13,0.0
4224,Family,Yearly,2025-02-16,2026-02-16,931.32
4225,Premium,Monthly,2024-10-05,2024-11-04,632.5
4226,Family,Yearly,2025-03-08,2026-03-08,605.06
4227,Family,Yearly,2025-07-12,2026-07-12,605.06
4228,Premium,Monthly,2024-12-15,2025-01-14,605.06
4229,Premium,Yearly,2024-10-27,2025-10-27,605.06
4230,Family,Monthly,2025-02-05,2025-03-07,924.43
4231,Premium,3 month,2025-05-24,2025-08-22,457.92
4232,Free,3 month,2025-01-22,2025-04-22,0.0
4233,Premium,Yearly,2025-07-20,2026-07-20,605.06
4234,Premium,3 month,2025-02-05,2025-05-06,605.06
4235,Premium,Yearly,2024-10-11,2025-10-11,418.32
4236,Premium,Monthly,2024-09-23,2024-10-23,605.06
4237,Family,Yearly,2024-11-13,2025-11-13,250.53
4238,Premium,Monthly,2024-10-13,2024-11-12,477.52
4239,Premium,3 month,2025-07-06,2025-10-04,690.24
4240,Premium,3 month,2025-05-17,2025-08-15,605.06
4241,Free,Monthly,2025-01-26,2025-02-25,0.0
4242,Family,Yearly,2025-03-24,2026-03-24,855.62
4243,Free,Yearly,2025-06-29,2026-06-29,0.0
